title,author,category,keywords,summary
A cross section,/authors/OL4557160A,"Wood-engraving, English","Wood-engraving, English, Wood-engraving",
WEST AND CONFEDERATION,/authors/OL4557285A,,,
'Aqā'id al-salaf,/authors/OL4557427A,Islam,"Islam, Apologetic works, Islamic theology",
Shidurim ba-ʻiḳvot ha-beḥirot la-neśiʾut ba-Artsot ha-Berit,/authors/OL4557568A,,,
Por tierras y mares,/authors/OL4557750A,,,
Le-lo śafah,/authors/OL672277A,,,
Tehilim,/authors/OL1266343A,Bible,"Bible, Study and teaching, Textbooks",
La poesia italiana nei primi vent'anni del Novecento,/authors/OL4557955A,,,
"Tables of social benefit systems in the member states of the European Communities, Portugal and Spain",/authors/OL4558183A,,,
Montréalités,/authors/OL4558398A,Social life and customs,"Social life and customs, History, Anecdotes",
Rimbaud o la vita assente,/authors/OL4559157A,,,
Certain aspects of oxidative cleavage of naphthalenes,/authors/OL4559268A,Naphthalene,Naphthalene,
Managing links with careers education and guidance and the National Healthy School Standard,/authors/OL4559385A,,,
Sorcellerie et emprise démoniaque à Metz et au Pays messin,/authors/OL4559424A,Church history,"Church history, History, Religion, Trials (Witchcraft), Witchcraft",
Plan for the establishment of a national bank,/authors/OL113475A,Banks and banking,Banks and banking,
Lone Cone,/authors/OL4559577A,,,
Contribución a un enfoque crítico del diseño,/authors/OL4559775A,,,
Grundzüge der Histologie,/authors/OL113486A,Histology,Histology,
Blackberry culture,/authors/OL4560262A,Blackberries,Blackberries,
Maʻānī al-abniyah fī al-ʻArabīyah,/authors/OL4560696A,,,
"A systematic study of vegetable varieties, strains and stocks used in the canning and freezing industries",/authors/OL4560893A,Canning and preserving,"Canning and preserving, Vegetables, Preservation",
Orange Owl,/authors/OL4560926A,,,
Maintenance manual: F.12 four-stroke industrial engine,/authors/OL4560969A,,,
Studies in the pinacol-pinacolone rearrangement,/authors/OL4561049A,Rearrangements (Chemistry),Rearrangements (Chemistry),
Grosser historischer Weltatlas,/authors/OL4561264A,"Geography, Historical","Geography, Historical, Historical geography, Maps",
Value added tax and the European Parliament,/authors/OL4561327A,,,
Climates of the States,/authors/OL155463A,Climate,Climate,
La désertion des campagnes,/authors/OL4561481A,,,
Traitavāda aura Viśishṭādvaitavāda,/authors/OL6643680A,Viśiṣṭādvaita,"Viśiṣṭādvaita, Hindu philosophy, Hindu Philosophy",
Tri otkrytii︠a︡ Sibiri,/authors/OL4561717A,,,
Rītikāvya-saṅgraha,/authors/OL4561846A,Hindi poetry (Collections),"Hindi poetry (Collections), Erotic literature",
Advertising and social conscience,/authors/OL4562116A,,,
The cabinet of Dr Calligri,/authors/OL4562116A,,,
BA Photography thesis 1988,/authors/OL4562116A,,,
Divya purusha,/authors/OL4562375A,,,
ha- Ḳibuts ha-meʾuḥad be-yishuvah shel ha-Arets,/authors/OL4562518A,Collective settlements,"Collective settlements, Land settlement, Ḳibuts ha-meʾuḥad, Kibbutzim, Jews, Colonization, Ḳibuts ha-meʼuḥad",
A strategy for people with disabilities in the South East 1991-1995,/authors/OL4562588A,,,
Vsemirnyĭ tennis,/authors/OL4562635A,,,
"Establishment of subterranean clover (Trifolium subterraneum L.) on medusahead, (Taeniatherum asperum (sim.) Nevski) infested ranges in western Oregon",/authors/OL4562963A,Forage plants,"Forage plants, Subterranean clover",
"Boyle town development plan, 1987",/authors/OL4562985A,Planning,Planning,
Higher education for the 21st Century,/authors/OL5351526A,,,
Cartas,/authors/OL4563345A,,,
Borotʹba sambo,/authors/OL4563350A,,,
Summary report of the Asian Regional Workshop on Carp Hatchery and Nursery Technology,/authors/OL4563498A,Carp fisheries,Carp fisheries,
Śrīmūladāsajī Mahārāja kī anabhai bāṇī,/authors/OL4563892A,,,
Le lotus naît dans la boue,/authors/OL4563960A,,,
Ilhéu de contenda,/authors/OL4564195A,,,
The effect of transportation and distribution costs on the long term growth of the chemical industry in Michigan,/authors/OL4564234A,Industries,"Industries, Chemical industry",
Pioneering in the Northwest,/authors/OL4564264A,Overland journeys to the Pacific,"Overland journeys to the Pacific, Frontier and pioneer life",
A new procedure for the determination of holocellulose,/authors/OL4564915A,Cellulose,"Cellulose, Wood, Chemistry",
Ullswater recreation plan,/authors/OL4564939A,,,
Environmental audit project,/authors/OL4564976A,,,
Information file,/authors/OL4565020A,,,
"Geography papers of the University of East Africa Social Sciences Council Conference, 1968/69",/authors/OL4565432A,,,
Türk Tarih Kurumu tarafindan yapilan Pazarli hafriyati raporu,/authors/OL4565945A,Antiquities,"Antiquities, Earthworks (Archaeology), Excavations (Archaeology), Pazarli, Pazarli, Turkey, Turkey, Turkey Pazarli",
A post high school agricultural education program for Jefferson County,/authors/OL4566024A,Agricultural education,Agricultural education,
"The Pendleton Agricultural Research Center, 1967-1992",/authors/OL4566220A,Agricultural experiment stations,"Agricultural experiment stations, History, Pendleton Agricultural Research Center",
A configuration-interaction calculation of wave functions for certain states of lithium,/authors/OL4566399A,Lithium,"Lithium, Wave mechanics, Configurations",
Smoking and health,/authors/OL4566552A,Physiological effect,"Physiological effect, Smoking, Tobacco, Research",
Giambattista Della Porta : mago e scienziato,/authors/OL799546A,,,
Tibet,/authors/OL4566621A,,,
"Val's na trekh notakh, piano  Val's na trekh rotakh dlia fortepiano",/authors/OL4566777A,Waltzes,"Waltzes, Juvenile, Piano music",
The duties of nations,/authors/OL4567134A,International relations,International relations,
Retrato memorable,/authors/OL598564A,,,
"Intramural sport, 1989-90",/authors/OL4567659A,,,
Paul Valéry,/authors/OL113577A,,,
My sporting holidays,/authors/OL4567941A,,,
Numerical solution of the shallow-water equations,/authors/OL4568431A,CYBER 205 (Computer),"CYBER 205 (Computer), Differential equations, Partial, Fluid dynamics, Mathematical models, Numerical solutions, Partial Differential equations, Differential equations, Computational fluid dynamics",
A catalogue of books... [including] by or on Dr. Johnson,/authors/OL4568700A,,,
Second supplément à la Bibliographie critique de la nouvelle [de] langue française,/authors/OL4568901A,French Short stories,"French Short stories, Bibliography, French fiction",
Beyond our Ken,/authors/OL4568922A,,,
Metody resheniia obshcheǐ zadachi lineǐnogo programmirovaniia,/authors/OL4569034A,Linear programming,Linear programming,
The Constitution Of The United States,/authors/OL113599A,,,
Monetary mischief,/authors/OL4569706A,Securities,"Securities, Speculation, Federal Reserve banks, Currency question, Finance",
Kāvyaprayāga,/authors/OL4569767A,,,
Gisō suru Fuashizumu,/authors/OL4570105A,,,
Chihō jichi no saihakken,/authors/OL4570109A,Local government,Local government,
Cliffsnotes praxis II,/authors/OL29701A,Examinations,"Examinations, Examinations, questions, Nonfiction, Teaching, Mathematics, Study guides, Study Aids & Workbooks, National teacher examinations, Mathematics, examinations, questions, etc.","A new guide in the best-performing Praxis II test-prep series on the market    Thirty states require aspiring teachers to pass the Praxis II Middle School Mathematics test. This book provides focused review chapters for every subject covered on the test, plus three full-length tests with complete answer explanations.    Sandra Luna McCune, PhD (Nacogdoches, TX), is Regents Professor in the Department of Elementary Education at Stephen F. Austin State University. E. D. McCune, PhD (Nacogdoches, TX), is Regents Professor of Mathematics at Stephen F. Austin State University."
J'aime la Bible,/authors/OL113600A,Appreciation,"Appreciation, Bible",
La légende de Prakriti,/authors/OL113600A,Evolution,"Evolution, Creation",
"A summary of financing, 1935-1953",/authors/OL4570427A,,,
"Le roman d'Alexandre, ou, Le roman de toute chevalerie",/authors/OL4570619A,,,
Progress towards convergence 1996,/authors/OL4570656A,Monetary unions,"Monetary unions, Monetary policy",
[Catalogue and price list],/authors/OL4570760A,,,
Adequacy of Air Services in the Atlantic Region of Canada,/authors/OL4571317A,,,
"Local government, Lower Bucks County",/authors/OL4571527A,Local government,Local government,
Determinants of human sexual behavior,/authors/OL4571548A,Congresses,"Congresses, Sex, Sexualité, Humans, Seksueel gedrag, Sexual Behavior, Congrès",
Mobile communications,/authors/OL4572317A,,,
Planning and implementing an automated library system,/authors/OL4572465A,,,
Bet aba be-ʻinyanei ḥinukh yeladim,/authors/OL4572574A,,,
"Christophe Colomb, 1450-1506",/authors/OL113611A,,,
"Comprehnsive listing of speech, literature, drama, poetry on recordings",/authors/OL4573083A,Discography,"Discography, Literature, Catalogs, Sound recordings",
Dirāsāt ʻan al-marʾah wa-al-rajul fī al-mujtamaʻ al-ʻArabī,/authors/OL2758789A,Men,"Men, Sex role, Sex customs, Women",
Senior schools,/authors/OL4573161A,,,
Since Debussy,/authors/OL4573210A,Music,"Music, Composers, History and criticism, Discography",
House comfortable,/authors/OL4573329A,Designs and plans,"Designs and plans, Dwellings",
Marketing of livestock,/authors/OL4573351A,Marketing,"Marketing, Livestock",
Pitāmaha,/authors/OL2440A,,,
"Provision, distribution, and cost of drugs in Canada",/authors/OL4573910A,Drugs,"Drugs, Prices, Pharmaceutical industry",
Laylat ṣayf,/authors/OL4573946A,,,
Sobre a extinção do direito e a supressão dos juristas,/authors/OL4574084A,,,
L'\Etoile du Sud,/authors/OL113611A,,,
A house not her own,/authors/OL4574221A,,,
The first register,/authors/OL4574241A,,,
The role of the laboratory in physics education,/authors/OL4574547A,Congresses,"Congresses, Laboratory manuals, Physics, Study and teaching (Higher)",
Uṣūl al-niẓām al-naqdī fī al-dawlah al-ʻArabīyah al-Islāmīyah,/authors/OL4574682A,,,
Rāti phulā phula,/authors/OL4574833A,,,
British tapestries and hangings,/authors/OL4574912A,Hand weaving,"Hand weaving, Exhibitions, Tapestry",
al- Fulk al-muḥammalah,/authors/OL4574963A,,,
Veinte mil leguas de viaje submarino,/authors/OL113611A,Sea stories,"Sea stories, Juvenile literature, Spanish language, Submarines (Ships), Juvenile fiction, Science fiction, Cuentos de mar, Novela juvenil",
Hans Josephsohn,/authors/OL4575118A,Sculptors,Sculptors,
Works of Jules Verne,/authors/OL113611A,Translations into English,"Translations into English, Christian education, Education, Religious education, Episcopal Church, French Science fiction",
Gurū Nānaka dī sāhittaka pratibhā te hora lekha,/authors/OL4575296A,History and criticism,"History and criticism, Panjabi literature, Religious literature, Sikh, Sikh Religious literature",
Shihādat barāʾah min dam Bayrūt,/authors/OL4575455A,,,
Jīwana-britānta srī Gurū Nānaka,/authors/OL4575483A,,,
Satigurū binā hora kacī hai bāṇī,/authors/OL4575512A,,,
Potok,/authors/OL4575960A,,,
Fī al-juhūd al-masraḥīyah al-ʻArabīyah,/authors/OL4575974A,History and criticism,"History and criticism, Arabic drama",
Qiyādah fī al-ḥukūmah al-Islāmīyah,/authors/OL4576137A,Islam and state,Islam and state,
Severo-Zapad RSFSR,/authors/OL4576275A,Economic conditions,"Economic conditions, Natural resources, Physical geography",
Imperialism in the modern phase,/authors/OL4576530A,,,
Royal Canadian Mounted Police,/authors/OL1720946A,Canada,"Canada, Community policing, Criminal justice system, Indians of North America, Royal Canadian Mounted Police, Indian reservation police, Government policy, Law enforcement",
Krupnye ėkonomicheskie raĭony SSSR,/authors/OL4576783A,Economic zoning,Economic zoning,
Awrāq musāfirah,/authors/OL4576984A,,,
al- Fann al-tashkīlī fī al-fikr al-ʻArabī al-thawrī,/authors/OL4577052A,,,
al- Wāqiʻ wa-al-taḥaddī fī riwāyat al-arḍ al-muḥtallah,/authors/OL4577136A,Jewish-Arab relations,"Jewish-Arab relations, History, Jewish-Arab relations in literature, Arabic fiction, History and criticism",
Hebraic Literature,/authors/OL113629A,,,
Ḥayāt Saʻd ibn Muʻādh,/authors/OL4577277A,Companions,Companions,
Taṭawwur al-mujtamaʻ al-Miṣrī min al-iqṭāʻ ilā thawrat 23 Yūlyū sanat 1952,/authors/OL4577309A,Feudalism,"Feudalism, History",
Sākṣi,/authors/OL4577330A,,,
Lubnān fī ẓīlāl al-Baʻth,/authors/OL4577419A,Politics and government,Politics and government,
Southeast Asian university,/authors/OL4577473A,Universities and colleges,Universities and colleges,
Al- Taswir al-fanni fi al-qur'an,/authors/OL174082A,Koran,"Koran, Koran as literature, Language, style",
"Old dyers, old books and old methods",/authors/OL4577629A,,,
Powder metallurgy,/authors/OL4577768A,,,
Ḥikāyāt musāfir al-madīnah,/authors/OL4577821A,,,
"Workshop on Mangrove and Estuarine Vegetation, 10th December 1977",/authors/OL4578142A,Congresses,"Congresses, Mangrove plants, Estuarine plants",
The trend of education in Taiwan,/authors/OL4578285A,,,
Nashiyut  be-ʻolamo ha-ruḥani shel ha-sipur ha-Talmudi,/authors/OL4578487A,Women in rabbinical literature,"Women in rabbinical literature, Aggada, History and criticism, Agada, Women in literature, Women in Judaism",
Rail planning study,/authors/OL4578583A,,,
Engineering enterprise for inorganic and fertilizer industry,/authors/OL4578663A,,,
Operation and tactical use of the Lewis Automatic Machine Rifle,/authors/OL4578824A,,,
Polk County geographic names,/authors/OL4578889A,Geographical Names,"Geographical Names, Names, Geographical",
37th annual meeting of the European Association for Animal Production =,/authors/OL4579380A,Congresses,"Congresses, Animal culture, Animal nutrition, Animal genetics",
al- Salām al-madān,/authors/OL4579403A,Arab-Israeli conflict,"Arab-Israeli conflict, Relations, Zionism",
California,/authors/OL113649A,Description and travel,Description and travel,
Avoiding a land market crisis ..,/authors/OL4579675A,Farms,"Farms, Valuation, Real property",
"Matéria e forma narrativa de ""O Ateneu""",/authors/OL4579705A,,,
Methylene chloride health and safety guide,/authors/OL4579821A,Safety measures,"Safety measures, Environmental aspects of Dichloromethane, Dichloromethane, Environmental aspects, Chlorinated Hydrocarbons, Chemicals, Toxicology, Environmental health, Hydrocarbons, Chlorinated, Handbooks, manuals",
Overall program design,/authors/OL4579835A,Coastal zone management,"Coastal zone management, Oregon Coastal Conservation and Development Commission",
Sammanslutning eller skilsmässa?,/authors/OL4580215A,,,
"Klassovai︠a︡ bor'ba v poreformennoǐ derevne, 1861-1863 gg",/authors/OL4580722A,Peasantry,"Peasantry, Social conflict, History",
Die ökonomische Bedeutung des Rindes im alten Ägypten,/authors/OL4580753A,Cattle,"Cattle, History",
References on fatigue,/authors/OL4580893A,,,
Instrumental rationality and distributive justice,/authors/OL4580910A,,,
The identification of depressive children,/authors/OL4580920A,,,
Bourgeois et paysans au XVIIe siècle,/authors/OL4581081A,,,
Bhāratada prācīna nāṇyagaḷu,/authors/OL4581255A,,,
Āditīrthaṅkara R̥ṣabhadēva,/authors/OL4581302A,,,
Mūru rāṣṭrīya nāṭakagaḷu,/authors/OL4581321A,,,
Krupnoe pomeshchich'e,/authors/OL4581483A,Russia,"Russia, Land tenure",
Celāl Nūrī bey ve cezrī fikirlerī,/authors/OL525334A,History,History,
Drottningholm,/authors/OL4581886A,,,
Āyda janapada kathegaḷu,/authors/OL4581924A,"Folk literature, Kannada","Folk literature, Kannada, Kannada Folk literature, Tales",
al- Irhāb fī al-inʻāsh,/authors/OL4582507A,Jamʻīyat al-Ikhwān al-Muslimīn (Egypt),"Jamʻīyat al-Ikhwān al-Muslimīn (Egypt), Politics and government, Terrorism, Women in politics, Islam and politics, Islam, Fundamentalism",
"Second national hydrology symposium, University of Sheffield, 4-6th September, 1989",/authors/OL4582537A,,,
"Ā mukhā, Ī mukhā",/authors/OL4582557A,,,
"The ship of the soul, and other papers",/authors/OL113688A,,,
Études dramatiques,/authors/OL4582847A,French drama,"French drama, Characters and characteristics in literature, History and criticism",
al- Aydī al-ʻĀmilah al-Wāfidah ilá al-Urdun,/authors/OL4582902A,Statistics,"Statistics, Jordan, Labor and laboring classes",
Wages,/authors/OL114892A,Wages,Wages,
"A study of the operation of the injunction in labour-management disputes in British Columbia, 1946-1955",/authors/OL4583450A,Industrial relations,"Industrial relations, Labor injunctions",
The relationship of interpersonal perception to effectiveness in basketball teams,/authors/OL4583921A,,,
Ame rica hoy,/authors/OL4583976A,,,
The future of the London town expansionprogramme,/authors/OL4584033A,,,
The Brotherton Collection review,/authors/OL4584285A,Academic libraries,Academic libraries,
Twenty-first Universities Power Engineering Conference,/authors/OL4584309A,,,
Images of women,/authors/OL4584365A,,,
"Writers' weekend at Mason Hall, lakeside annexe to Birmingham University, 26th-28th July 1974",/authors/OL4584673A,,,
"The linear system of short hand, by which one half of the words of any discourse may each be fully expressed by a single stroke ofthe pen; more easy to be read than any system ever published, distinct in all its parts, and adapted to every purpose of neat and expeditious writing",/authors/OL4585090A,,,
The giant leap,/authors/OL4585172A,Exploration,"Exploration, Interstellar travel, Manned space flight, Outer space, Space flight, Exploration of outer space",
Digital methods in waveform metrology,/authors/OL4585173A,,,
Salzburger Festspiele =,/authors/OL4585378A,Festivals,"Festivals, Music festivals, Opera, Salzburger Festspiele",
Leavings,/authors/OL217115A,,,
Graphic designers as poets,/authors/OL4585484A,,,
WRITING SKILLS: CAPITALIZATION,/authors/OL4585492A,,,
Improving university teaching,/authors/OL4585641A,College teaching,"College teaching, Congresses, Education, Higher, Higher Education",
The effect of the adventure activity of rappelling on the palmar sweat and state anxiety of fifth grade pupils under student-centered leadership,/authors/OL4585693A,Anxiety in children,"Anxiety in children, Arousal (Physiology), Child psychology, Outdoor education, Psychological aspects, Psychological aspects of Outdoor education, Sex differences (Psychology) in children",
Beneath the badge,/authors/OL4585856A,Police,"Police, Poetry, American poetry",
Bucolici Graeci,/authors/OL53695A,French Pastoral poetry,"French Pastoral poetry, Greek Pastoral poetry, Pastoral poetry, French, Pastoral poetry, Greek, Translations from Greek, Translations into French",
Lamb in his bosom,/authors/OL838091A,Fiction,Fiction,
College students' beliefs about the relationship between emotional adjustment and sexuality,/authors/OL4586005A,College students,"College students, Mental health, Sexual behavior, Sexual behavior surveys, Sexual ethics",
Muu luoc chanh tri do ng phuong,/authors/OL4586098A,"Anecdotes, facetiae, satire","Anecdotes, facetiae, satire, Politics and government, History, Vietnamese language books",
"Metal speciation of iron, manganese, copper and cadmium across Acton Lake",/authors/OL4586114A,Ecological aspects,"Ecological aspects, Ecological aspects of Acton Lake (Ohio), Environmental aspects, Environmental aspects of Metals, Lake ecology, Metals",
Del anarquismo al peronismo,/authors/OL4586143A,Politics and government,"Politics and government, Labor unions, Labor movement",
Ohio school laws,/authors/OL4586149A,Educational law and legislation,Educational law and legislation,
Stellar evolution and nuclear reactions,/authors/OL4586306A,Astrophysics,Astrophysics,
MOCK I (10) week 11 rs.,/authors/OL4587083A,,,
"Desert village, life & crafts",/authors/OL4587226A,Social life and customs,"Social life and customs, Pictorial works, Hand weaving",
Sedulius Scottus in Donati Artem minorem ; In Priscianum ; In Eutychem,/authors/OL4587268A,,,
"Comptes rendus du premier Congre  s International de Microscopie Electronique, Paris, 14-22 Septembre 1950 =",/authors/OL4587457A,,,
"Solid state physics, nuclear physics, and particle physics",/authors/OL4587464A,,,
Campaign for a popular culture,/authors/OL4587533A,,,
The story-tellers art,/authors/OL2386618A,Stories and story-telling,"Stories and story-telling, Short story, Short stories",
The Plough And The Stars,/authors/OL123281A,,,
Vie t s'u',/authors/OL4588657A,Vietnamese language materials,"Vietnamese language materials, History",
Proposed Chukchi Sea lease sale 109,/authors/OL4589023A,Continental shelf,"Continental shelf, Economic aspects, Economic aspects of Continental shelf, Environmental aspects, Environmental aspects of Oil and gas leases, Oil and gas leases",
ha- Yehudim be-Ungarya,/authors/OL4589350A,Rabbis,"Rabbis, Hebrew literature, Hungary",
Fortune Telling,/authors/OL4589748A,Law and legislation,"Law and legislation, Fortune-telling",
Sin and salvation in the world religions,/authors/OL536777A,Salvation,"Salvation, Sin, Comparative studies, Religions","""The concept of deliverance from an imperfect human condition is present in all the world faiths. But what does the concept of salvation really represent to each of them? How do they define the human condition, and what do they see as its imperfect elements?"" ""Harold Coward answers these questions and addresses a wide range of key issues in this accessible introduction. Covering not only Christianity, but also Judaism, Islam, Hinduism, and Buddhism, he examines the roles of salvation and sin in each, drawing on a diverse range of scripture, scholarship, and key thinkers both ancient and modern. Clearly organized chapters enable the reader to compare and contrast insights from each of the traditions covered, while the author's succinct style renders a wide amount of information easily digestible."" ""Concluding with an overview of the key similarities and differences between each tradition, and featuring a full bibliography, this is essential reading for all students and scholars of comparative religion, as well as theologians and philosophers.""-- Book jacket."
Stratigraphy and lithology of Quaternary landforms on the eastern coast of the Chesapeake Bay,/authors/OL4589944A,Geology,"Geology, Geology, Stratigraphic, Petrology, Stratigraphic Geology",
Historia bibliothecae romanorum pontificum,/authors/OL1815018A,Biblioteca apostolica vaticana,"Biblioteca apostolica vaticana, Bibliotheca Sanctae sedis apostolicae (Avignon, France)",
Mosspark / Cardonald local plan,/authors/OL4590178A,,,
4 TRACK TAPE RECORDERt,/authors/OL4590663A,,,
Repurchase of banned hazardous substances,/authors/OL4590935A,Miscellanea,"Miscellanea, Law and legislation, Hazardous substances, Products liability",
"Welcome to Denver Air Route Traffic Control Center, Longmont, Colorado",/authors/OL4590983A,Air traffic control,"Air traffic control, Denver Air Route Traffic Control Center",
"Andreæ Rüdigeri ... Institutiones eruditionis, seu, Philosophia synthetica",/authors/OL4591107A,Early works to 1800,"Early works to 1800, Knowledge, Theory of, Theory of Knowledge",
LECTURE NOTES FOR BI 234,/authors/OL4591111A,,,
MARINERS COMPASS,/authors/OL27008A,,,"A bizarre inheritance, a dangerous quest and a political battle are the main events of Benni Harper's captivating sixth adventure (after Dove in the Window). Benni's work at the San Celina Folk Art Museum is interrupted when she unexpectedly inherits the estate of a stranger named Jacob Chandler. His house in Morro Bay is worth $200,000, but Chandler's will stipulates that Benni can keep the windfall only if she lives in the house for two weeksAalone. As expected, her protective husband, police chief Gabe, is none too happy about this development. But Benni is unwilling to turn down the money, and more important, her curiosity is piqued. After all, why would someone she'd never met make her his sole heir, especially when it turns out that many others were expecting to benefit from his death? To find the answer, Benni embarks on a dangerous search for Chandler's motives, following a series of cryptic notes that he's left for her all over California. Meanwhile, Gabe has his hands full keeping peace between San Celina's mayor and Benni's formidable Gramma Dove, who leads a sit-in at the Historical Museum to thwart the mayor's plan to convert it into a restaurant. As Benni's inquiries lead to unsettling information about her mother, who died when Benni was six, Fowler captures her plucky heroine's secret anxieties, but offsets them with a good dose of humor. Benni's need to know the truth about her family imbues the novel with alluring intimacy and suspense. And Chandler's penchant for wood carving provokes engaging descriptions of that craft, which accompany Fowler's usual bits on quilting and food. Chandler's puzzles test Benni's relationships with her husband, father and grandmother in this excellent addition to a notable series"
Developments concerning the national emergency with respect to Haiti,/authors/OL191105A,American Economic sanctions,"American Economic sanctions, Democracy, Economic sanctions, American, Politics and government, Démocratie, Sanctions économiques américaines",
Notification of supply delivery to Sierra Leone,/authors/OL191105A,"Airlift, Military","Airlift, Military, American Military assistance, Military Airlift, Military assistance, American",
Fog,/authors/OL113805A,Fog,Fog,
Making the weather,/authors/OL113805A,"Addresses, essays, lectures","Addresses, essays, lectures, Weather, Meteorology, Weather control, Weather forecasting",
BI 122  PRACTICE SECOND MIDTERM  [WINTER 06   CA],/authors/OL4592172A,,,
CH 106 LABS [ROCK CREEK ONLY],/authors/OL4591386A,,,
Carbon steel wire rod from Brazil and Trinidad and Tobago,/authors/OL4592464A,Steel industry and trade,"Steel industry and trade, Steel wire",
Cancellation of completed registrations,/authors/OL396807A,Copyright,Copyright,
The effects of not replying within 120 days to Copyright Office correspondence,/authors/OL396807A,Copyright,Copyright,
Copyright notice,/authors/OL396807A,Copyright,Copyright,
A preliminary study of radium-contaminated soils,/authors/OL4592949A,Soils,"Soils, Radium, Effect of radiation on",
The search for balance,/authors/OL4592972A,,,
Energy consumption by end-use sector,/authors/OL4592997A,Power resources,"Power resources, Energy consumption",
Alabama and Coushatta Indians of Texas,/authors/OL4593265A,Public welfare,"Public welfare, Alabama Indians, Koasati Indians",
"Annuities of the Sac and Fox Indians. Letter from the Secretary of the Interior, transmitting a copy of a communication from the Commissioner of Indian Affairs in response to a resolution of the House relating to the annuities of the Sac and Fox Indians",/authors/OL4593265A,Tribal trust funds,"Tribal trust funds, Fox Indians, Sauk Indians",
"Black Bob's band of Shawnee Indians. Letter from the Secretary of the Interior, relative to the condition of Black Bob's band of Shawnee Indians",/authors/OL4593265A,Shawnee Indians,Shawnee Indians,
Certain lands of the confederated Otoe and Missouria Tribes of Indians in Nebraska and Kansas,/authors/OL4593265A,Indian reservations,"Indian reservations, Missouri Indians, Indians of North America, Land tenure",
"Interest, title, ownership, and right of possession of Red Pipestone Quarries in Minnesota",/authors/OL4593265A,Quarries and quarrying,Quarries and quarrying,
Kickapoo Indians in Oklahoma Territory,/authors/OL4593265A,Kickapoo Indians,"Kickapoo Indians, Treaties",
"Plot, characterization, and theme in the plays of Aphra Behn",/authors/OL4593364A,,,
CAMERA,/authors/OL4593398A,,,
Electricity Council research-utilisation and distribution,/authors/OL4593843A,,,
The Penn family,/authors/OL4593845A,,,
The African Development Foundation approach,/authors/OL4592470A,African Development Foundation,"African Development Foundation, American Economic assistance, Economic assistance, American, Economic development projects, African Development Foundation (U.S.)",
Sterilization and mental handicap,/authors/OL4594313A,Involuntary sterilization,"Involuntary sterilization, Moral and ethical aspects, Moral and ethical aspects of Sterilization (Birth control), People with mental disabilities, Sterilization (Birth control), Congresses, Mental retardation, Intellectual disability",
Perche-Canada,/authors/OL4594412A,French-Canadians,"French-Canadians, French",
Sifrut maḳor ba-sifriyah tsiburit,/authors/OL4594506A,,,
Coastal Heritage Trail Route in New Jersey,/authors/OL4595060A,Law and legislation,"Law and legislation, Roads, Trails, Finance",
Omanut Esḳimoʾit ve-Indiʾanit ba-muziʾon ha-yami ha-leʾumi Ḥaifah,/authors/OL4595067A,,,
"Appropriation for the improvement of the Gasconade River. Resolution of the Legislature of Missouri, asking an appropriation for the survey and improvement of the Gasconade River",/authors/OL4521280A,Public works,"Public works, Dredging",
In the old paths,/authors/OL113830A,"Authors, English","Authors, English, English Authors, Homes and haunts, Intellectual life, Literary landmarks, Description and travel, Écrivains, Résidences et lieux familiers, Vie intellectuelle, Travel",
"Certificates of license, officers of steam vessels",/authors/OL4521280A,Licenses,"Licenses, Ships, Steamboats",
John Bingham and others,/authors/OL4521280A,"Bills, Private","Bills, Private, Claims, Private Bills, United States, United States. Congress",
"Joint Resolution of the Legislature of Indiana, in relation to an appropriation by Congress for the completion of the harbor at Michigan City, Indiana",/authors/OL4521280A,Harbors,"Harbors, Indiana, Indiana. General Assembly",
"Marine Hospital at Chicago. Letter from the Secretary of the Treasury, transmitting report of the supervising architect, relative to the marine hospital at Chicago, Illinois",/authors/OL4521280A,Hospitals,"Hospitals, Hospitals, Naval and marine, Naval and marine Hospitals",
Made in Scotland,/authors/OL1214726A,Scottish poetry,"Scottish poetry, Poetry, Scottish authors, English poetry",
"Survey of the eastern branch of the Potomac River, and of other rivers and harbors. Letter from the Secretary of War, transmitting report of S. T. Abert on the surveys of the eastern branch of the Potomac River, and of other rivers and harbors",/authors/OL4521280A,Harbors,"Harbors, Topographical surveying",
ha- Teʻudah ha-ḥasidit ha-sifrutit ha-aḥaronah ʻal admat Polin,/authors/OL1907016A,,,
The British tinplate industry,/authors/OL4595275A,,,
Howard T. Markey National Courts Building,/authors/OL4595462A,"Howard T. Markey National Courts Building (Washington, D.C.)","Howard T. Markey National Courts Building (Washington, D.C.), Public buildings",
Richard S. Arnold United States Courthouse,/authors/OL4595462A,Courthouses,"Courthouses, Richard S. Arnold United States Courthouse (Little Rock, Ark.)",
Dead Ned,/authors/OL113831A,Discoveries in geography,"Discoveries in geography, Discovery and exploration, Fiction, Fiction in English, Fiction, action & adventure, Fiction, historical, general, Africa, fiction",
Oceanographic components of the Global Atmospheric Research Programme (GARP),/authors/OL4595489A,Research,"Research, Mathematical models, Atmosphere, Oceanography, Weather forecasting",
Kyōyō no kyōikugaku,/authors/OL4595502A,,,
"1979 National Conference on Hazardous Material Risk Assessment, Disposal and Management, April 25-27, 1979, Miami Beach, Florida",/authors/OL4595700A,Congresses,"Congresses, Hazardous substances, Materials management, Materials handling",
"A history of ornament, ancient and medieval",/authors/OL4596035A,Ancient Decoration and ornament,"Ancient Decoration and ornament, Decoration and ornament, Medieval Decoration and ornament, History",
